INFO  2017-11-11 15:12:18,746 [15   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,754 [6    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,782 [15   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/marked.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,795 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 459.7808ms 200 application/javascript
INFO  2017-11-11 15:12:18,806 [12   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:18,830 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/jsoneditor.min.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,873 [6    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/highlight.9.1.0.pack_extended.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:18,913 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 118.9844ms 200 application/javascript
INFO  2017-11-11 15:12:18,930 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 518.4635ms 200 application/javascript
INFO  2017-11-11 15:12:18,965 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 333.7062ms 200 application/javascript
INFO  2017-11-11 15:12:18,974 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 289.6478ms 200 application/javascript
INFO  2017-11-11 15:12:18,985 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/images/logo_small.png  
INFO  2017-11-11 15:12:19,003 [15   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:19,004 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/lib/swagger-oauth.js  
INFO  2017-11-11 15:12:19,016 [5    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:19,029 [15   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/images/logo_small.png'. Physical path: 'N/A'
INFO  2017-11-11 15:12:19,059 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/css/print.css  
INFO  2017-11-11 15:12:19,064 [5    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/swagger-oauth.js'. Physical path: 'N/A'
INFO  2017-11-11 15:12:19,085 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 80.4057ms 200 image/png
INFO  2017-11-11 15:12:19,090 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 127.5529ms 200 application/javascript
INFO  2017-11-11 15:12:19,094 [6    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:19,115 [6    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/css/print.css'. Physical path: 'N/A'
INFO  2017-11-11 15:12:19,128 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 72.8586ms 200 text/css
INFO  2017-11-11 15:12:19,265 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/v1/swagger.json  
INFO  2017-11-11 15:12:19,280 [5    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:19,498 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/images/favicon-32x32.png  
INFO  2017-11-11 15:12:19,509 [6    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:19,523 [6    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/images/favicon-32x32.png'. Physical path: 'N/A'
INFO  2017-11-11 15:12:19,545 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 47.8561ms 200 image/png
INFO  2017-11-11 15:12:19,562 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/images/favicon-16x16.png  
INFO  2017-11-11 15:12:19,573 [12   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:19,582 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/images/favicon-16x16.png'. Physical path: 'N/A'
INFO  2017-11-11 15:12:19,593 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 41.5139ms 200 image/png
INFO  2017-11-11 15:12:19,997 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 708.3692ms 200 application/json
INFO  2017-11-11 15:12:20,739 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/ui/abp.js?_=1510384340701  
INFO  2017-11-11 15:12:20,748 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/ui/on-complete.js?_=1510384340702  
INFO  2017-11-11 15:12:20,761 [13   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger/ui/abp.js'. Physical path: 'C:\Code\KuMaDaoCoreAbp\src\KuMaDaoCoreAbp.Web.Host\wwwroot\swagger\ui\abp.js'
INFO  2017-11-11 15:12:20,777 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger/ui/on-complete.js'. Physical path: 'C:\Code\KuMaDaoCoreAbp\src\KuMaDaoCoreAbp.Web.Host\wwwroot\swagger\ui\on-complete.js'
INFO  2017-11-11 15:12:20,819 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 54.5806ms 200 application/javascript
INFO  2017-11-11 15:12:20,833 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 71.1405ms 200 application/javascript
INFO  2017-11-11 15:12:30,436 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/images/explorer_icons.png  
INFO  2017-11-11 15:12:30,440 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/images/throbber.gif  
INFO  2017-11-11 15:12:30,490 [13   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:30,492 [15   ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:30,498 [13   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/images/explorer_icons.png'. Physical path: 'N/A'
INFO  2017-11-11 15:12:30,506 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 74.1251ms 200 image/png
INFO  2017-11-11 15:12:30,527 [15   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/images/throbber.gif'. Physical path: 'N/A'
INFO  2017-11-11 15:12:30,535 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 99.1924ms 200 image/gif
INFO  2017-11-11 15:12:38,441 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/v1/swagger.json  
INFO  2017-11-11 15:12:38,452 [5    ] tion.Cookies.CookieAuthenticationHandler - Identity.Application was not authenticated. Failure message: Unprotect ticket failed
INFO  2017-11-11 15:12:38,498 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 58.7754ms 200 application/json
INFO  2017-11-11 15:12:39,173 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/ui/abp.js?_=1510384359154  
INFO  2017-11-11 15:12:39,229 [15   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger/ui/abp.js'. Physical path: 'C:\Code\KuMaDaoCoreAbp\src\KuMaDaoCoreAbp.Web.Host\wwwroot\swagger\ui\abp.js'
INFO  2017-11-11 15:12:39,236 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/ui/on-complete.js?_=1510384359155  
INFO  2017-11-11 15:12:39,253 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 75.9622ms 200 application/javascript
INFO  2017-11-11 15:12:39,261 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger/ui/on-complete.js'. Physical path: 'C:\Code\KuMaDaoCoreAbp\src\KuMaDaoCoreAbp.Web.Host\wwwroot\swagger\ui\on-complete.js'
INFO  2017-11-11 15:12:39,283 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 102.3666ms 200 application/javascript
INFO  2017-11-11 15:13:07,250 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/api/services/app/Article/GetPagedArticlesAsync?Sorting=1&MaxResultCount=1&SkipCount=1  
